pair,interval_id,direction_id,source,target,source_gap_range,target_gap_range,source_gap_count,target_gap_count,dominant_material_issue,directional_implication,plausible_response,contrary_evidence_value,interpretation
Mark↔Luke,gap_098,mark_used_luke,Luke,Mark,,Mark 10:24,0,1,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_104,luke_used_mark,Mark,Luke,Mark 10:31; Mark 10:32,Luke 18:31,2,1,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_104,mark_used_luke,Luke,Mark,Luke 18:31,Mark 10:31; Mark 10:32,1,2,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_105,luke_used_mark,Mark,Luke,Mark 10:34; Mark 10:35; Mark 10:36; Mark 10:37; ...+8 more,Luke 18:33; Luke 18:34,12,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,10,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_105,mark_used_luke,Luke,Mark,Luke 18:33; Luke 18:34,Mark 10:34; Mark 10:35; Mark 10:36; Mark 10:37; ...+8 more,2,12,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,10,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_106,luke_used_mark,Mark,Luke,,Luke 18:36; Luke 18:37,0,2,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_106,mark_used_luke,Luke,Mark,Luke 18:36; Luke 18:37,,2,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_108,luke_used_mark,Mark,Luke,Mark 10:49; Mark 10:50,Luke 18:40,2,1,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_108,mark_used_luke,Luke,Mark,Luke 18:40,Mark 10:49; Mark 10:50,1,2,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_110,luke_used_mark,Mark,Luke,,Luke 18:43; Luke 19:1; Luke 19:2; Luke 19:3; ...+25 more,0,29,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,29,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_110,mark_used_luke,Luke,Mark,Luke 18:43; Luke 19:1; Luke 19:2; Luke 19:3; ...+25 more,,29,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,29,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_112,luke_used_mark,Mark,Luke,,Luke 19:31; Luke 19:32; Luke 19:33,0,3,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_112,mark_used_luke,Luke,Mark,Luke 19:31; Luke 19:32; Luke 19:33,,3,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_113,luke_used_mark,Mark,Luke,Mark 11:4; Mark 11:5; Mark 11:6,,3,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_113,mark_used_luke,Luke,Mark,,Mark 11:4; Mark 11:5; Mark 11:6,0,3,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_114,luke_used_mark,Mark,Luke,Mark 11:8,Luke 19:36; Luke 19:37,1,2,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_114,mark_used_luke,Luke,Mark,Luke 19:36; Luke 19:37,Mark 11:8,2,1,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_115,luke_used_mark,Mark,Luke,Mark 11:10; Mark 11:11; Mark 11:12,Luke 19:39; Luke 19:40,3,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_115,mark_used_luke,Luke,Mark,Luke 19:39; Luke 19:40,Mark 11:10; Mark 11:11; Mark 11:12,2,3,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_116,luke_used_mark,Mark,Luke,Mark 11:14,Luke 19:42; Luke 19:43; Luke 19:44,1,3,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_116,mark_used_luke,Luke,Mark,Luke 19:42; Luke 19:43; Luke 19:44,Mark 11:14,3,1,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_117,luke_used_mark,Mark,Luke,Mark 11:16,,1,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_117,mark_used_luke,Luke,Mark,,Mark 11:16,0,1,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_119,luke_used_mark,Mark,Luke,Mark 11:19; Mark 11:20; Mark 11:21; Mark 11:22; ...+4 more,Luke 19:48; Luke 20:1,8,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,6,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_119,mark_used_luke,Luke,Mark,Luke 19:48; Luke 20:1,Mark 11:19; Mark 11:20; Mark 11:21; Mark 11:22; ...+4 more,2,8,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,6,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_120,luke_used_mark,Mark,Luke,Mark 11:29,Luke 20:3,1,1,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_120,mark_used_luke,Luke,Mark,Luke 20:3,Mark 11:29,1,1,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_122,luke_used_mark,Mark,Luke,Mark 11:32,Luke 20:6; Luke 20:7,1,2,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_122,mark_used_luke,Luke,Mark,Luke 20:6; Luke 20:7,Mark 11:32,2,1,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_125,luke_used_mark,Mark,Luke,Mark 12:3; Mark 12:4; Mark 12:5,Luke 20:11; Luke 20:12,3,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_125,mark_used_luke,Luke,Mark,Luke 20:11; Luke 20:12,Mark 12:3; Mark 12:4; Mark 12:5,2,3,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_130,luke_used_mark,Mark,Luke,Mark 12:11,Luke 20:18,1,1,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_130,mark_used_luke,Luke,Mark,Luke 20:18,Mark 12:11,1,1,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_131,luke_used_mark,Mark,Luke,Mark 12:13,Luke 20:20,1,1,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_131,mark_used_luke,Luke,Mark,Luke 20:20,Mark 12:13,1,1,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_132,luke_used_mark,Mark,Luke,Mark 12:15; Mark 12:16,Luke 20:22; Luke 20:23; Luke 20:24,2,3,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_132,mark_used_luke,Luke,Mark,Luke 20:22; Luke 20:23; Luke 20:24,Mark 12:15; Mark 12:16,3,2,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_133,luke_used_mark,Mark,Luke,Mark 12:18,Luke 20:26; Luke 20:27,1,2,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_133,mark_used_luke,Luke,Mark,Luke 20:26; Luke 20:27,Mark 12:18,2,1,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_135,luke_used_mark,Mark,Luke,,Luke 20:30,0,1,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_135,mark_used_luke,Luke,Mark,Luke 20:30,,1,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_138,luke_used_mark,Mark,Luke,Mark 12:24,Luke 20:34,1,1,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_138,mark_used_luke,Luke,Mark,Luke 20:34,Mark 12:24,1,1,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_139,luke_used_mark,Mark,Luke,,Luke 20:36,0,1,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_139,mark_used_luke,Luke,Mark,Luke 20:36,,1,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_141,luke_used_mark,Mark,Luke,Mark 12:28; Mark 12:29; Mark 12:30; Mark 12:31; ...+3 more,Luke 20:39; Luke 20:40,7,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,5,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_141,mark_used_luke,Luke,Mark,Luke 20:39; Luke 20:40,Mark 12:28; Mark 12:29; Mark 12:30; Mark 12:31; ...+3 more,2,7,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,5,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_142,luke_used_mark,Mark,Luke,,Luke 20:42,0,1,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_142,mark_used_luke,Luke,Mark,Luke 20:42,,1,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_144,luke_used_mark,Mark,Luke,Mark 12:38,Luke 20:45,1,1,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_144,mark_used_luke,Luke,Mark,Luke 20:45,Mark 12:38,1,1,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_146,luke_used_mark,Mark,Luke,Mark 12:41; Mark 12:42,Luke 21:1; Luke 21:2,2,2,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_146,mark_used_luke,Luke,Mark,Luke 21:1; Luke 21:2,Mark 12:41; Mark 12:42,2,2,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_148,luke_used_mark,Mark,Luke,Mark 13:1; Mark 13:2; Mark 13:3,Luke 21:5; Luke 21:6,3,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_148,mark_used_luke,Luke,Mark,Luke 21:5; Luke 21:6,Mark 13:1; Mark 13:2; Mark 13:3,2,3,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_149,luke_used_mark,Mark,Luke,Mark 13:5,,1,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_149,mark_used_luke,Luke,Mark,,Mark 13:5,0,1,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_152,luke_used_mark,Mark,Luke,,Luke 21:11; Luke 21:12,0,2,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_152,mark_used_luke,Luke,Mark,Luke 21:11; Luke 21:12,,2,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_153,luke_used_mark,Mark,Luke,Mark 13:10; Mark 13:11; Mark 13:12,Luke 21:14; Luke 21:15; Luke 21:16,3,3,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_153,mark_used_luke,Luke,Mark,Luke 21:14; Luke 21:15; Luke 21:16,Mark 13:10; Mark 13:11; Mark 13:12,3,3,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_154,luke_used_mark,Mark,Luke,,Luke 21:18; Luke 21:19; Luke 21:20,0,3,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_154,mark_used_luke,Luke,Mark,Luke 21:18; Luke 21:19; Luke 21:20,,3,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_155,luke_used_mark,Mark,Luke,Mark 13:15; Mark 13:16,Luke 21:22,2,1,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_155,mark_used_luke,Luke,Mark,Luke 21:22,Mark 13:15; Mark 13:16,1,2,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_156,luke_used_mark,Mark,Luke,Mark 13:18; Mark 13:19; Mark 13:20; Mark 13:21; ...+4 more,Luke 21:24; Luke 21:25; Luke 21:26,8,3,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,5,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_156,mark_used_luke,Luke,Mark,Luke 21:24; Luke 21:25; Luke 21:26,Mark 13:18; Mark 13:19; Mark 13:20; Mark 13:21; ...+4 more,3,8,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,5,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_157,luke_used_mark,Mark,Luke,Mark 13:27,Luke 21:28; Luke 21:29,1,2,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_157,mark_used_luke,Luke,Mark,Luke 21:28; Luke 21:29,Mark 13:27,2,1,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_161,luke_used_mark,Mark,Luke,Mark 13:32; Mark 13:33; Mark 13:34; Mark 13:35; ...+2 more,Luke 21:34; Luke 21:35; Luke 21:36; Luke 21:37; ...+2 more,6,6,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_161,mark_used_luke,Luke,Mark,Luke 21:34; Luke 21:35; Luke 21:36; Luke 21:37; ...+2 more,Mark 13:32; Mark 13:33; Mark 13:34; Mark 13:35; ...+2 more,6,6,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_162,luke_used_mark,Mark,Luke,Mark 14:2; Mark 14:3; Mark 14:4; Mark 14:5; ...+5 more,Luke 22:3; Luke 22:4,9,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,7,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_162,mark_used_luke,Luke,Mark,Luke 22:3; Luke 22:4,Mark 14:2; Mark 14:3; Mark 14:4; Mark 14:5; ...+5 more,2,9,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,7,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_163,luke_used_mark,Mark,Luke,,Luke 22:6; Luke 22:7; Luke 22:8,0,3,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_163,mark_used_luke,Luke,Mark,Luke 22:6; Luke 22:7; Luke 22:8,,3,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_168,luke_used_mark,Mark,Luke,Mark 14:17; Mark 14:18; Mark 14:19; Mark 14:20; ...+1 more,Luke 22:14; Luke 22:15; Luke 22:16; Luke 22:17; ...+1 more,5,5,balanced_gap,Similar gap size; local redaction only.,Lukan abbreviation/omission/reordering of Markan sequence.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_168,mark_used_luke,Luke,Mark,Luke 22:14; Luke 22:15; Luke 22:16; Luke 22:17; ...+1 more,Mark 14:17; Mark 14:18; Mark 14:19; Mark 14:20; ...+1 more,5,5,balanced_gap,Similar gap size; local redaction only.,Markan expansion or vividization.,0,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_169,luke_used_mark,Mark,Luke,Mark 14:23; Mark 14:24; Mark 14:25,Luke 22:20; Luke 22:21; Luke 22:22; Luke 22:23; ...+15 more,3,19,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,16,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_169,mark_used_luke,Luke,Mark,Luke 22:20; Luke 22:21; Luke 22:22; Luke 22:23; ...+15 more,Mark 14:23; Mark 14:24; Mark 14:25,19,3,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,16,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_170,luke_used_mark,Mark,Luke,Mark 14:27; Mark 14:28; Mark 14:29; Mark 14:30; ...+5 more,Luke 22:40; Luke 22:41,9,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,7,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_170,mark_used_luke,Luke,Mark,Luke 22:40; Luke 22:41,Mark 14:27; Mark 14:28; Mark 14:29; Mark 14:30; ...+5 more,2,9,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,7,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_171,luke_used_mark,Mark,Luke,Mark 14:37,Luke 22:43; Luke 22:44; Luke 22:45,1,3,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_171,mark_used_luke,Luke,Mark,Luke 22:43; Luke 22:44; Luke 22:45,Mark 14:37,3,1,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_172,luke_used_mark,Mark,Luke,Mark 14:39; Mark 14:40; Mark 14:41; Mark 14:42,,4,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,4,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
