layer	pair_id	matt_ref	luke_ref	score	lcs	tags	matt_text	luke_text	lemma_diff	surface_diff	matt_only_lemmas	luke_only_lemmas	shared_lemmas
secondary_echo	2	Matt 7:8	Luke 11:10	1.000000	1.000000	strong_verbal_echo;nonlocal_reorder	πᾶς γὰρ ὁ αἰτῶν λαμβάνει καὶ ὁ ζητῶν εὑρίσκει καὶ τῷ κρούοντι ⸀ἀνοιγήσεται.	πᾶς γὰρ ὁ αἰτῶν λαμβάνει, καὶ ὁ ζητῶν εὑρίσκει, καὶ τῷ κρούοντι ἀνοιγήσεται.					αἰτέω εὑρίσκω ζητέω κρούω λαμβάνω πᾶς ἀνοίγω
secondary_echo	3	Matt 12:41	Luke 11:32	1.000000	1.000000	strong_verbal_echo	ἄνδρες Νινευῖται ἀναστήσονται ἐν τῇ κρίσει μετὰ τῆς γενεᾶς ταύτης καὶ κατακρινοῦσιν αὐτήν· ὅτι μετενόησαν εἰς τὸ κήρυγμα Ἰωνᾶ, καὶ ἰδοὺ πλεῖον Ἰωνᾶ ὧδε.	ἄνδρες ⸀Νινευῖται ἀναστήσονται ἐν τῇ κρίσει μετὰ τῆς γενεᾶς ταύτης καὶ κατακρινοῦσιν αὐτήν· ὅτι μετενόησαν εἰς τὸ κήρυγμα Ἰωνᾶ, καὶ ἰδοὺ πλεῖον Ἰωνᾶ ὧδε.					Νινευίτης γενεά κήρυγμα κατακρίνω κρίσις μετανοέω πολύς ἀνήρ ἀνίστημι Ἰωνᾶς ὧδε
secondary_echo	4	Matt 12:42	Luke 11:31	0.942511	1.000000	strong_verbal_echo	βασίλισσα νότου ἐγερθήσεται ἐν τῇ κρίσει μετὰ τῆς γενεᾶς ταύτης καὶ κατακρινεῖ αὐτήν· ὅτι ἦλθεν ἐκ τῶν περάτων τῆς γῆς ἀκοῦσαι τὴν σοφίαν Σολομῶνος, καὶ ἰδοὺ πλεῖον Σολομῶνος ὧδε.	βασίλισσα νότου ἐγερθήσεται ἐν τῇ κρίσει μετὰ τῶν ἀνδρῶν τῆς γενεᾶς ταύτης καὶ κατακρινεῖ αὐτούς· ὅτι ἦλθεν ἐκ τῶν περάτων τῆς γῆς ἀκοῦσαι τὴν σοφίαν Σολομῶνος, καὶ ἰδοὺ πλεῖον Σολομῶνος ὧδε.	+L[ὁ ἀνήρ]	+L[τῶν ἀνδρῶν]; αὐτήν → αὐτούς		ἀνήρ	Σολομών βασίλισσα γενεά γῆ κατακρίνω κρίσις νότος πέρας πολύς σοφία ἀκούω ἐγείρω ἔρχομαι ὧδε
secondary_echo	5	Matt 6:24	Luke 16:13	0.935631	1.000000	strong_verbal_echo;nonlocal_reorder	Οὐδεὶς δύναται δυσὶ κυρίοις δουλεύειν· ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει, ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει. οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ.	οὐδεὶς οἰκέτης δύναται δυσὶ κυρίοις δουλεύειν· ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει, ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει. οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ.	+L[οἰκέτης]	Οὐδεὶς → οὐδεὶς οἰκέτης		οἰκέτης	δουλεύω δύναμαι δύο εἷς θεός καταφρονέω κύριος μαμωνᾶς μισέω οὐ οὐδείς ἀγαπάω ἀντέχομαι ἕτερος
secondary_echo	6	Matt 7:7	Luke 11:9	0.917754	1.000000	strong_verbal_echo;nonlocal_reorder	Αἰτεῖτε, καὶ δοθήσεται ὑμῖν· ζητεῖτε, καὶ εὑρήσετε· κρούετε, καὶ ἀνοιγήσεται ὑμῖν.	Κἀγὼ ὑμῖν λέγω, αἰτεῖτε, καὶ δοθήσεται ὑμῖν· ζητεῖτε, καὶ εὑρήσετε· κρούετε, καὶ ἀνοιγήσεται ὑμῖν·	+L[κἀγώ σύ λέγω]	Αἰτεῖτε → Κἀγὼ ὑμῖν λέγω αἰτεῖτε		λέγω	αἰτέω δίδωμι εὑρίσκω ζητέω κρούω ἀνοίγω
secondary_echo	7	Matt 23:12	Luke 14:11	0.880892	1.000000	strong_verbal_echo;nonlocal_reorder	ὅστις δὲ ὑψώσει ἑαυτὸν ταπεινωθήσεται, καὶ ὅστις ταπεινώσει ἑαυτὸν ⸀ὑψωθήσεται.	ὅτι πᾶς ὁ ὑψῶν ἑαυτὸν ταπεινωθήσεται καὶ ὁ ταπεινῶν ἑαυτὸν ὑψωθήσεται.	ὅστις δέ → ὅτι πᾶς ὁ; ὅστις → ὁ	ὅστις δὲ ὑψώσει → ὅτι πᾶς ὁ ὑψῶν; ὅστις ταπεινώσει → ὁ ταπεινῶν		πᾶς	ταπεινόω ὑψόω
secondary_echo	8	Matt 6:21	Luke 12:34	0.789321	0.833333	strong_verbal_echo;nonlocal_reorder	ὅπου γάρ ἐστιν ὁ θησαυρός ⸀σου, ἐκεῖ ἔσται καὶ ἡ καρδία ⸁σου.	ὅπου γάρ ἐστιν ὁ θησαυρὸς ὑμῶν, ἐκεῖ καὶ ἡ καρδία ὑμῶν ἔσται.	−M[εἰμί]; +L[εἰμί]	θησαυρός σου → θησαυρὸς ὑμῶν; −M[ἔσται]; σου → ὑμῶν ἔσται			εἰμί θησαυρός καί καρδία ἐκεῖ
secondary_echo	9	Matt 7:11	Luke 11:13	0.732157	0.846154	moderate_verbal_echo;nonlocal_reorder	εἰ οὖν ὑμεῖς πονηροὶ ὄντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν, πόσῳ μᾶλλον ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς δώσει ἀγαθὰ τοῖς αἰτοῦσιν αὐτόν.	εἰ οὖν ὑμεῖς πονηροὶ ὑπάρχοντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν, πόσῳ μᾶλλον ὁ πατὴρ ὁ ἐξ οὐρανοῦ δώσει πνεῦμα ἅγιον τοῖς αἰτοῦσιν αὐτόν.	εἰμί → ὑπάρχω; −M[σύ]; ἐν ὁ → ἐκ; ἀγαθός → πνεῦμα ἅγιος	ὄντες → ὑπάρχοντες; −M[ὑμῶν]; ἐν τοῖς οὐρανοῖς → ἐξ οὐρανοῦ; ἀγαθὰ → πνεῦμα ἅγιον	εἰμί ἀγαθός	ὑπάρχω πνεῦμα ἅγιος	αἰτέω δίδωμι δόμα μᾶλλον οἶδα οὐρανός πατήρ πονηρός τέκνον ἀγαθός
secondary_echo	10	Matt 6:11	Luke 11:3	0.730754	0.750000	moderate_verbal_echo;nonlocal_reorder	τὸν ἄρτον ἡμῶν τὸν ἐπιούσιον δὸς ἡμῖν σήμερον·	τὸν ἄρτον ἡμῶν τὸν ἐπιούσιον δίδου ἡμῖν τὸ καθ’ ἡμέραν·	σήμερον → ὁ κατά ἡμέρα	δὸς → δίδου; σήμερον → τὸ καθ’ ἡμέραν	σήμερον	ἡμέρα	δίδωμι ἄρτος ἐπιούσιος
secondary_echo	11	Matt 7:19	Luke 3:9	0.713867	1.000000	moderate_verbal_echo	πᾶν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται.	ἤδη δὲ καὶ ἡ ἀξίνη πρὸς τὴν ῥίζαν τῶν δένδρων κεῖται· πᾶν οὖν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται.	+L[ἤδη δέ καί ὁ ἀξίνη πρός ὁ ῥίζα ὁ δένδρον κεῖμαι]; +L[οὖν]	+L[ἤδη δὲ καὶ ἡ ἀξίνη πρὸς τὴν ῥίζαν τῶν δένδρων κεῖται]; +L[οὖν]		ἤδη καί ἀξίνη ῥίζα δένδρον κεῖμαι	βάλλω δένδρον καλός καρπός μή ποιέω πᾶς πῦρ ἐκκόπτω
secondary_echo	12	Matt 6:22	Luke 11:34	0.710444	0.909091	moderate_verbal_echo;nonlocal_reorder	Ὁ λύχνος τοῦ σώματός ἐστιν ὁ ὀφθαλμός. ἐὰν οὖν ⸂ᾖ ὁ ὀφθαλμός σου ἁπλοῦς⸃, ὅλον τὸ σῶμά σου φωτεινὸν ἔσται·	ὁ λύχνος τοῦ σώματός ἐστιν ὁ ὀφθαλμός ⸀σου. ⸀ὅταν ὁ ὀφθαλμός σου ἁπλοῦς ᾖ, καὶ ὅλον τὸ σῶμά σου φωτεινόν ἐστιν· ἐπὰν δὲ πονηρὸς ᾖ, καὶ τὸ σῶμά σου σκοτεινόν.	ἐάν οὖν εἰμί → σύ ὅταν; +L[εἰμί καί]; +L[ἐπάν δέ πονηρός εἰμί καί ὁ σῶμα σύ σκοτεινός]	Ὁ → ὁ; ἐὰν οὖν ᾖ → σου ὅταν; +L[ᾖ καὶ]; φωτεινὸν ἔσται → φωτεινόν ἐστιν ἐπὰν δὲ πονηρὸς ᾖ καὶ τὸ σῶμά σου σκοτεινόν		σῶμα εἰμί καί καί πονηρός σκοτεινός	εἰμί λύχνος σῶμα φωτεινός ἁπλοῦς ὀφθαλμός ὅλος
secondary_echo	13	Matt 23:37	Luke 13:34	0.697825	0.937500	moderate_verbal_echo;nonlocal_reorder	Ἰερουσαλὴμ Ἰερουσαλήμ, ἡ ⸀ἀποκτείνουσα τοὺς προφήτας καὶ λιθοβολοῦσα τοὺς ἀπεσταλμένους πρὸς αὐτήν— ποσάκις ἠθέλησα ἐπισυναγαγεῖν τὰ τέκνα σου, ὃν τρόπον ⸂ὄρνις ἐπισυνάγει⸃ τὰ νοσσία ⸀αὐτῆς ὑπὸ τὰς πτέρυγας, καὶ οὐκ ἠθελήσατε;	Ἰερουσαλὴμ Ἰερουσαλήμ, ἡ ἀποκτείνουσα τοὺς προφήτας καὶ λιθοβολοῦσα τοὺς ἀπεσταλμένους πρὸς αὐτήν— ποσάκις ἠθέλησα ἐπισυνάξαι τὰ τέκνα σου ὃν τρόπον ὄρνις τὴν ἑαυτῆς νοσσιὰν ὑπὸ τὰς πτέρυγας, καὶ οὐκ ἠθελήσατε.	−M[ἐπισυνάγω]; νοσσίον αὐτός → ἑαυτοῦ νοσσιά	ἐπισυναγαγεῖν → ἐπισυνάξαι; ἐπισυνάγει τὰ νοσσία αὐτῆς → τὴν ἑαυτῆς νοσσιὰν	ἐπισυνάγω νοσσίον	νοσσιά	θέλω λιθοβολέω οὐ ποσάκις προφήτης πτέρυξ τέκνον τρόπος ἀποκτείνω ἀποστέλλω ἐπισυνάγω Ἰερουσαλήμ ὄρνις
secondary_echo	14	Matt 7:5	Luke 6:42	0.685983	0.818182	moderate_verbal_echo	ὑποκριτά, ἔκβαλε πρῶτον ⸂ἐκ τοῦ ὀφθαλμοῦ σοῦ τὴν δοκόν⸃, καὶ τότε διαβλέψεις ἐκβαλεῖν τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ τοῦ ἀδελφοῦ σου.	⸀πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου· Ἀδελφέ, ἄφες ἐκβάλω τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ σου, αὐτὸς τὴν ἐν τῷ ὀφθαλμῷ σοῦ δοκὸν οὐ βλέπων; ὑποκριτά, ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σοῦ, καὶ τότε διαβλέψεις ⸂τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου ἐκβαλεῖν⸃.	+L[πῶς δύναμαι λέγω ὁ ἀδελφός σύ ἀδελφός ἀφίημι ἐκβάλλω ὁ κάρφος ὁ ἐν ὁ ὀφθαλμός σύ αὐτός ὁ ἐν ὁ ὀφθαλμός σύ δοκός οὐ βλέπω]; +L[ὁ δοκός]; −M[ὁ δοκός]; −M[ἐκβάλλω]; ἐκ → ὁ ἐν; +L[ἐκβάλλω]	+L[πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου Ἀδελφέ ἄφες ἐκβάλω τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ σου αὐτὸς τὴν ἐν τῷ ὀφθαλμῷ σοῦ δοκὸν οὐ βλέπων]; +L[τὴν δοκὸν]; −M[τὴν δοκόν]; −M[ἐκβαλεῖν]; ἐκ τοῦ ὀφθαλμοῦ → τὸ ἐν τῷ ὀφθαλμῷ; +L[ἐκβαλεῖν]		πῶς δύναμαι λέγω ἀδελφός ἀδελφός ἀφίημι ἐκβάλλω κάρφος ὀφθαλμός ὀφθαλμός δοκός οὐ βλέπω	διαβλέπω δοκός κάρφος πρῶτος τότε ἀδελφός ἐκβάλλω ὀφθαλμός ὑποκριτής
secondary_echo	15	Matt 21:44	Luke 20:18	0.671571	1.000000	moderate_verbal_echo	⸂Καὶ ὁ πεσὼν ἐπὶ τὸν λίθον τοῦτον συνθλασθήσεται· ἐφ’ ὃν δ’ ἂν πέσῃ λικμήσει αὐτόν.⸃	πᾶς ὁ πεσὼν ἐπ’ ἐκεῖνον τὸν λίθον συνθλασθήσεται· ἐφ’ ὃν δ’ ἂν πέσῃ, λικμήσει αὐτόν.	καί → πᾶς; +L[ἐκεῖνος]; −M[οὗτος]	Καὶ → πᾶς; ἐπὶ → ἐπ’ ἐκεῖνον; −M[τοῦτον]		πᾶς	λίθος λικμάω πίπτω συνθλάομαι
secondary_echo	16	Matt 13:33	Luke 13:21	0.663345	0.909091	moderate_verbal_echo;nonlocal_reorder	Ἄλλην παραβολὴν ἐλάλησεν αὐτοῖς· Ὁμοία ἐστὶν ἡ βασιλεία τῶν οὐρανῶν ζύμῃ, ἣν λαβοῦσα γυνὴ ⸀ἐνέκρυψεν εἰς ἀλεύρου σάτα τρία ἕως οὗ ἐζυμώθη ὅλον.	ὁμοία ἐστὶν ζύμῃ, ἣν λαβοῦσα γυνὴ ⸀ἔκρυψεν εἰς ἀλεύρου σάτα τρία ἕως οὗ ἐζυμώθη ὅλον.	−M[ἄλλος παραβολή λαλέω αὐτός]; −M[ὁ βασιλεία ὁ οὐρανός]; ἐγκρύπτω → κρύπτω	Ἄλλην παραβολὴν ἐλάλησεν αὐτοῖς Ὁμοία → ὁμοία; −M[ἡ βασιλεία τῶν οὐρανῶν]; ἐνέκρυψεν → ἔκρυψεν	ἄλλος παραβολή λαλέω βασιλεία οὐρανός ἐγκρύπτω	κρύπτω	γυνή εἰμί ζυμόω ζύμη λαμβάνω σάτον τρεῖς ἄλευρον ὅλος ὅμοιος
secondary_echo	17	Matt 6:29	Luke 12:27	0.661733	1.000000	moderate_verbal_echo;nonlocal_reorder	λέγω δὲ ὑμῖν ὅτι οὐδὲ Σολομὼν ἐν πάσῃ τῇ δόξῃ αὐτοῦ περιεβάλετο ὡς ἓν τούτων.	κατανοήσατε τὰ κρίνα πῶς αὐξάνει· οὐ κοπιᾷ οὐδὲ νήθει· λέγω δὲ ὑμῖν, οὐδὲ Σολομὼν ἐν πάσῃ τῇ δόξῃ αὐτοῦ περιεβάλετο ὡς ἓν τούτων.	+L[κατανοέω ὁ κρίνον πῶς αὐξάνω οὐ κοπιάω οὐδέ νήθω]; −M[ὅτι]	+L[κατανοήσατε τὰ κρίνα πῶς αὐξάνει οὐ κοπιᾷ οὐδὲ νήθει]; −M[ὅτι]		κατανοέω κρίνον πῶς αὐξάνω οὐ κοπιάω νήθω	Σολομών δόξα εἷς λέγω οὐδέ περιβάλλω πᾶς
secondary_echo	18	Matt 24:38	Luke 17:27	0.648665	0.636364	moderate_verbal_echo	⸀ὡς γὰρ ἦσαν ἐν ταῖς ⸀ἡμέραις ταῖς πρὸ τοῦ κατακλυσμοῦ τρώγοντες καὶ πίνοντες, γαμοῦντες καὶ ⸀γαμίζοντες, ἄχρι ἧς ἡμέρας εἰσῆλθεν Νῶε εἰς τὴν κιβωτόν,	ἤσθιον, ἔπινον, ἐγάμουν, ⸀ἐγαμίζοντο, ἄχρι ἧς ἡμέρας εἰσῆλθεν Νῶε εἰς τὴν κιβωτόν, καὶ ἦλθεν ὁ κατακλυσμὸς καὶ ἀπώλεσεν ⸀πάντας.	ὡς γάρ εἰμί ἐν ὁ ἡμέρα ὁ πρό ὁ κατακλυσμός τρώγω καί → ἐσθίω; −M[καί]; +L[καί ἔρχομαι ὁ κατακλυσμός καί ἀπόλλυμι πᾶς]	ὡς γὰρ ἦσαν ἐν ταῖς ἡμέραις ταῖς πρὸ τοῦ κατακλυσμοῦ τρώγοντες καὶ πίνοντες γαμοῦντες καὶ γαμίζοντες → ἤσθιον ἔπινον ἐγάμουν ἐγαμίζοντο; +L[καὶ ἦλθεν ὁ κατακλυσμὸς καὶ ἀπώλεσεν πάντας]	εἰμί ἡμέρα τρώγω	ἐσθίω ἔρχομαι ἀπόλλυμι πᾶς	Νῶε γαμέω γαμίζω εἰσέρχομαι κατακλυσμός κιβωτός πίνω ἡμέρα
secondary_echo	19	Matt 23:12	Luke 18:14	0.638974	1.000000	moderate_verbal_echo	ὅστις δὲ ὑψώσει ἑαυτὸν ταπεινωθήσεται, καὶ ὅστις ταπεινώσει ἑαυτὸν ⸀ὑψωθήσεται.	λέγω ὑμῖν, κατέβη οὗτος δεδικαιωμένος εἰς τὸν οἶκον αὐτοῦ ⸂παρ’ ἐκεῖνον⸃· ὅτι πᾶς ὁ ὑψῶν ἑαυτὸν ταπεινωθήσεται, ὁ δὲ ταπεινῶν ἑαυτὸν ὑψωθήσεται.	ὅστις δέ → λέγω σύ καταβαίνω οὗτος δικαιόω εἰς ὁ οἶκος αὐτός παρά ἐκεῖνος ὅτι πᾶς ὁ; καί ὅστις → ὁ δέ	ὅστις δὲ ὑψώσει → λέγω ὑμῖν κατέβη οὗτος δεδικαιωμένος εἰς τὸν οἶκον αὐτοῦ παρ’ ἐκεῖνον ὅτι πᾶς ὁ ὑψῶν; καὶ ὅστις ταπεινώσει → ὁ δὲ ταπεινῶν		λέγω καταβαίνω δικαιόω οἶκος πᾶς	ταπεινόω ὑψόω
secondary_echo	20	Matt 9:38	Luke 10:2	0.634448	0.833333	moderate_verbal_echo;nonlocal_reorder	δεήθητε οὖν τοῦ κυρίου τοῦ θερισμοῦ ὅπως ἐκβάλῃ ἐργάτας εἰς τὸν θερισμὸν αὐτοῦ.	ἔλεγεν ⸀δὲ πρὸς αὐτούς· Ὁ μὲν θερισμὸς πολύς, οἱ δὲ ἐργάται ὀλίγοι· δεήθητε οὖν τοῦ κυρίου τοῦ θερισμοῦ ὅπως ⸂ἐργάτας ἐκβάλῃ⸃ εἰς τὸν θερισμὸν αὐτοῦ.	+L[λέγω δέ πρός αὐτός ὁ μέν θερισμός πολύς ὁ δέ ἐργάτης ὀλίγος]; +L[ἐργάτης]; −M[ἐργάτης]	+L[ἔλεγεν δὲ πρὸς αὐτούς Ὁ μὲν θερισμὸς πολύς οἱ δὲ ἐργάται ὀλίγοι]; +L[ἐργάτας]; −M[ἐργάτας]		λέγω θερισμός πολύς ἐργάτης ὀλίγος	δέω θερισμός κύριος ἐκβάλλω ἐργάτης
secondary_echo	21	Matt 6:25	Luke 12:23	0.632518	1.000000	moderate_verbal_echo;nonlocal_reorder	Διὰ τοῦτο λέγω ὑμῖν· μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί ⸀φάγητε, μηδὲ τῷ σώματι ὑμῶν τί ἐνδύσησθε· οὐχὶ ἡ ψυχὴ πλεῖόν ἐστι τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος;	ἡ ⸀γὰρ ψυχὴ πλεῖόν ἐστιν τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος.	−M[διά οὗτος λέγω σύ μή μεριμνάω]; ψυχή σύ τίς ἐσθίω μηδέ ὁ σῶμα σύ τίς ἐνδύω οὐχί ὁ → γάρ	−M[Διὰ τοῦτο λέγω ὑμῖν μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί φάγητε μηδὲ τῷ σώματι ὑμῶν τί ἐνδύσησθε οὐχὶ]; +L[γὰρ]; ἐστι → ἐστιν	λέγω μή μεριμνάω ψυχή ἐσθίω σῶμα ἐνδύω		εἰμί πολύς σῶμα τροφή ψυχή ἔνδυμα
secondary_echo	22	Matt 10:32	Luke 12:8	0.631555	0.666667	moderate_verbal_echo;nonlocal_reorder	Πᾶς οὖν ὅστις ὁμολογήσει ἐν ἐμοὶ ἔμπροσθεν τῶν ἀνθρώπων, ὁμολογήσω κἀγὼ ἐν αὐτῷ ἔμπροσθεν τοῦ πατρός μου τοῦ ⸀ἐν οὐρανοῖς·	Λέγω δὲ ὑμῖν, πᾶς ὃς ἂν ⸀ὁμολογήσῃ ἐν ἐμοὶ ἔμπροσθεν τῶν ἀνθρώπων, καὶ ὁ υἱὸς τοῦ ἀνθρώπου ὁμολογήσει ἐν αὐτῷ ἔμπροσθεν τῶν ἀγγέλων τοῦ θεοῦ·	+L[λέγω δέ σύ]; οὖν ὅστις → ὅς ἄν; +L[καί ὁ υἱός ὁ ἄνθρωπος]; −M[κἀγώ]; πατήρ ἐγώ → ἄγγελος; ἐν οὐρανός → θεός	Πᾶς οὖν ὅστις ὁμολογήσει → Λέγω δὲ ὑμῖν πᾶς ὃς ἂν ὁμολογήσῃ; ὁμολογήσω κἀγὼ → καὶ ὁ υἱὸς τοῦ ἀνθρώπου ὁμολογήσει; +L[τῶν ἀγγέλων]; πατρός μου τοῦ ἐν οὐρανοῖς → θεοῦ	πατήρ οὐρανός	λέγω ἄνθρωπος καί υἱός ἄγγελος θεός	πᾶς ἄνθρωπος ὁμολογέω
secondary_echo	23	Matt 6:27	Luke 12:25	0.628540	0.800000	moderate_verbal_echo;nonlocal_reorder	τίς δὲ ἐξ ὑμῶν μεριμνῶν δύναται προσθεῖναι ἐπὶ τὴν ἡλικίαν αὐτοῦ πῆχυν ἕνα;	τίς δὲ ἐξ ὑμῶν μεριμνῶν δύναται ⸂ἐπὶ τὴν ἡλικίαν αὐτοῦ προσθεῖναι⸃ ⸀πῆχυν;	−M[προστίθημι]; +L[προστίθημι]; −M[εἷς]	−M[προσθεῖναι]; +L[προσθεῖναι]; −M[ἕνα]	εἷς		δύναμαι μεριμνάω προστίθημι πῆχυς ἡλικία
secondary_echo	24	Matt 10:31	Luke 12:7	0.611738	1.000000	moderate_verbal_echo;nonlocal_reorder	μὴ οὖν ⸀φοβεῖσθε· πολλῶν στρουθίων διαφέρετε ὑμεῖς.	ἀλλὰ καὶ αἱ τρίχες τῆς κεφαλῆς ὑμῶν πᾶσαι ἠρίθμηνται· ⸀μὴ φοβεῖσθε· πολλῶν στρουθίων διαφέρετε.	+L[ἀλλά καί ὁ θρίξ ὁ κεφαλή σύ πᾶς ἀριθμέω]; −M[οὖν]; −M[σύ]	+L[ἀλλὰ καὶ αἱ τρίχες τῆς κεφαλῆς ὑμῶν πᾶσαι ἠρίθμηνται]; −M[οὖν]; −M[ὑμεῖς]		καί θρίξ κεφαλή πᾶς ἀριθμέω	διαφέρω μή πολύς στρουθίον φοβέομαι
secondary_echo	25	Matt 10:30	Luke 12:7	0.594954	0.833333	moderate_verbal_echo;nonlocal_reorder	ὑμῶν δὲ καὶ αἱ τρίχες τῆς κεφαλῆς πᾶσαι ἠριθμημέναι εἰσίν.	ἀλλὰ καὶ αἱ τρίχες τῆς κεφαλῆς ὑμῶν πᾶσαι ἠρίθμηνται· ⸀μὴ φοβεῖσθε· πολλῶν στρουθίων διαφέρετε.	σύ δέ → ἀλλά; +L[σύ]; εἰμί → μή φοβέομαι πολύς στρουθίον διαφέρω	ὑμῶν δὲ → ἀλλὰ; +L[ὑμῶν]; ἠριθμημέναι εἰσίν → ἠρίθμηνται μὴ φοβεῖσθε πολλῶν στρουθίων διαφέρετε	εἰμί	μή φοβέομαι πολύς στρουθίον διαφέρω	θρίξ καί κεφαλή πᾶς ἀριθμέω
secondary_echo	26	Matt 24:37	Luke 17:26	0.580004	0.857143	moderate_verbal_echo	ὥσπερ ⸀γὰρ αἱ ἡμέραι τοῦ Νῶε, οὕτως ⸀ἔσται ἡ παρουσία τοῦ υἱοῦ τοῦ ἀνθρώπου·	καὶ καθὼς ἐγένετο ἐν ταῖς ἡμέραις Νῶε, οὕτως ἔσται καὶ ἐν ταῖς ἡμέραις τοῦ υἱοῦ τοῦ ἀνθρώπου·	ὥσπερ γάρ → καί καθώς γίνομαι ἐν; −M[ὁ]; +L[καί ἐν]; παρουσία → ἡμέρα	ὥσπερ γὰρ αἱ ἡμέραι τοῦ → καὶ καθὼς ἐγένετο ἐν ταῖς ἡμέραις; ἡ παρουσία → καὶ ἐν ταῖς ἡμέραις	παρουσία	γίνομαι ἡμέρα καί	Νῶε εἰμί οὕτω(ς) υἱός ἄνθρωπος ἡμέρα
secondary_echo	27	Matt 23:39	Luke 13:35	0.579298	0.900000	moderate_verbal_echo;nonlocal_reorder	λέγω γὰρ ὑμῖν, οὐ μή με ἴδητε ἀπ’ ἄρτι ἕως ἂν εἴπητε· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου.	ἰδοὺ ἀφίεται ὑμῖν ὁ οἶκος ⸀ὑμῶν. λέγω ⸀δὲ ⸀ὑμῖν, οὐ μὴ ⸂ἴδητέ με⸃ ἕως ⸂ἥξει ὅτε⸃ εἴπητε· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου.	+L[ἰδού ἀφίημι σύ ὁ οἶκος σύ]; γάρ → δέ; +L[ὁράω]; −M[ὁράω ἀπό ἄρτι]; ἄν → ἥκω ὅτε	+L[ἰδοὺ ἀφίεται ὑμῖν ὁ οἶκος ὑμῶν]; γὰρ → δὲ; μή → μὴ ἴδητέ; −M[ἴδητε ἀπ’ ἄρτι]; ἂν → ἥξει ὅτε	ἄρτι	ἀφίημι οἶκος ἥκω	εὐλογέω κύριος λέγω μή οὐ ἔρχομαι ὁράω ὄνομα
secondary_echo	28	Matt 8:22	Luke 9:60	0.576413	0.714286	moderate_verbal_echo;nonlocal_reorder	ὁ δὲ Ἰησοῦς ⸀λέγει αὐτῷ· Ἀκολούθει μοι, καὶ ἄφες τοὺς νεκροὺς θάψαι τοὺς ἑαυτῶν νεκρούς.	εἶπεν δὲ ⸀αὐτῷ· Ἄφες τοὺς νεκροὺς θάψαι τοὺς ἑαυτῶν νεκρούς, σὺ δὲ ἀπελθὼν διάγγελλε τὴν βασιλείαν τοῦ θεοῦ.	ὁ → λέγω; −M[Ἰησοῦς λέγω]; −M[ἀκολουθέω ἐγώ καί]; +L[σύ δέ ἀπέρχομαι διαγγέλλω ὁ βασιλεία ὁ θεός]	ὁ → εἶπεν; −M[Ἰησοῦς λέγει]; Ἀκολούθει μοι καὶ ἄφες → Ἄφες; +L[σὺ δὲ ἀπελθὼν διάγγελλε τὴν βασιλείαν τοῦ θεοῦ]	Ἰησοῦς ἀκολουθέω	ἀπέρχομαι διαγγέλλω βασιλεία θεός	θάπτω λέγω νεκρός ἀφίημι
