layer,source_ref,target_ref,score,max_exact_run_len,max_exact_run,negative_space_flags,interpretation_rule
john_to_synoptic,John 10:7,Matt 19:21-23,0.1705,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:21-24,0.1659,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:22-23,0.1857,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:22-24,0.1733,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:22-25,0.1659,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:23,0.2161,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:23-24,0.1869,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:23-25,0.1735,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:23-26,0.1928,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:25-28,0.1853,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:26-28,0.1906,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:26-29,0.1796,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:27-28,0.1932,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:27-29,0.1781,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:27-30,0.1763,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:28,0.2068,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:28-20:1,0.1744,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:28-29,0.1827,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 19:28-30,0.1802,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 21:28-31,0.2306,4,αυτοισ ο ιησουσ αμην,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 21:29-31,0.244,4,αυτοισ ο ιησουσ αμην,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 21:29-32,0.2296,4,αυτοισ ο ιησουσ αμην,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 21:30-31,0.2509,4,αυτοισ ο ιησουσ αμην,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 21:30-32,0.2316,4,αυτοισ ο ιησουσ αμην,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 21:30-33,0.2196,4,αυτοισ ο ιησουσ αμην,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 21:31,0.269,4,αυτοισ ο ιησουσ αμην,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 21:31-32,0.2381,4,αυτοισ ο ιησουσ αμην,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 21:31-33,0.2221,4,αυτοισ ο ιησουσ αμην,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 21:31-34,0.2181,4,αυτοισ ο ιησουσ αμην,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:31-34,0.1428,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:32-34,0.1507,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:32-35,0.1463,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:33-34,0.1682,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:33-35,0.1568,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:33-36,0.1479,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:34,0.2107,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:34-35,0.1701,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:34-36,0.1539,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:34-37,0.1476,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:44-47,0.1664,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:45-47,0.1736,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:45-48,0.1688,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:46-47,0.1675,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:46-48,0.1585,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:46-49,0.149,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:47,0.2539,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:47-48,0.1683,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:47-49,0.1536,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 24:47-50,0.1475,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 26:18-21,0.2134,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 26:19-21,0.2357,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 26:19-22,0.2567,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 26:20-21,0.18,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 26:20-22,0.2037,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 26:20-23,0.191,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 26:21,0.2432,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 26:21-22,0.2204,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 26:21-23,0.1998,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 10:7,Matt 26:21-24,0.1824,4,αμην λεγω υμιν οτι,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:14,Luke 20:31-34,0.271,4,ειπεν αυτοισ ο ιησουσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:14,Luke 20:32-34,0.2857,4,ειπεν αυτοισ ο ιησουσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:14,Luke 20:32-35,0.2684,4,ειπεν αυτοισ ο ιησουσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 16:13-16,0.2811,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 16:14-16,0.2758,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 16:14-17,0.2858,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 16:15-16,0.2987,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 16:15-17,0.2989,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 16:15-18,0.2952,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 16:16,0.386,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 16:16-17,0.3054,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 16:16-18,0.2979,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 16:16-19,0.2886,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 26:60-63,0.2823,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 26:61-63,0.2895,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 26:61-64,0.2819,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 26:62-63,0.3062,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 26:62-64,0.2885,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 26:62-65,0.2804,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 26:63,0.3251,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 26:63-64,0.2942,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 26:63-65,0.2833,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Matt 26:63-66,0.2802,8,συ ει ο χριστοσ ο υιοσ του θεου,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Mark 14:58-61,0.2682,7,συ ει ο χριστοσ ο υιοσ του,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Mark 14:59-61,0.2855,7,συ ει ο χριστοσ ο υιοσ του,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Mark 14:59-62,0.2713,7,συ ει ο χριστοσ ο υιοσ του,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Mark 14:60-61,0.2949,7,συ ει ο χριστοσ ο υιοσ του,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Mark 14:60-62,0.2757,7,συ ει ο χριστοσ ο υιοσ του,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Mark 14:60-63,0.2686,7,συ ει ο χριστοσ ο υιοσ του,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Mark 14:61,0.2972,7,συ ει ο χριστοσ ο υιοσ του,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Mark 14:61-62,0.2676,7,συ ει ο χριστοσ ο υιοσ του,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Mark 14:61-63,0.2585,7,συ ει ο χριστοσ ο υιοσ του,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Mark 14:61-64,0.2516,7,συ ει ο χριστοσ ο υιοσ του,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 22:67-70,0.2169,5,ο υιοσ του θεου ο,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 22:64-67,0.1289,4,συ ει ο χριστοσ,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 22:65-67,0.134,4,συ ει ο χριστοσ,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 22:65-68,0.1317,4,συ ει ο χριστοσ,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 22:66-67,0.1392,4,συ ει ο χριστοσ,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 22:66-68,0.1359,4,συ ει ο χριστοσ,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 22:66-69,0.1798,4,συ ει ο χριστοσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 22:67,0.153,4,συ ει ο χριστοσ,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 22:67-68,0.1314,4,συ ει ο χριστοσ,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 22:67-69,0.1766,4,συ ει ο χριστοσ,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 23:36-39,0.1522,4,συ ει ο χριστοσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 23:37-39,0.1623,4,συ ει ο χριστοσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 23:37-40,0.1502,4,συ ει ο χριστοσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 23:38-39,0.1637,4,συ ει ο χριστοσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 23:38-40,0.1509,4,συ ει ο χριστοσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 23:38-41,0.143,4,συ ει ο χριστοσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 23:39,0.1629,4,συ ει ο χριστοσ,nonfungible_phrase_candidate|thin_lexical_basis,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 23:39-40,0.1563,4,συ ει ο χριστοσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
john_to_synoptic,John 11:27,Luke 23:39-41,0.1453,4,συ ει ο χριστοσ,nonfungible_phrase_candidate,"OT/scriptural formulas, liturgical formulas, and common legal/paraenetic formulas should not be counted as direct Gospel dependence without additional contextual evidence."
