variant_case_id,layer,pair_or_context,ref,related_ref,variant_marker_count,variant_note_count,status,potential_effect,conclusion_stability,variant_notes
verse_variant_Luke_24_28,verse_inventory,all_gospels,Luke 24:28,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_29,verse_inventory,all_gospels,Luke 24:29,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_32,verse_inventory,all_gospels,Luke 24:32,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_33,verse_inventory,all_gospels,Luke 24:33,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_34,verse_inventory,all_gospels,Luke 24:34,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_36,verse_inventory,all_gospels,Luke 24:36,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_38,verse_inventory,all_gospels,Luke 24:38,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_39,verse_inventory,all_gospels,Luke 24:39,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_40,verse_inventory,all_gospels,Luke 24:40,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_42,verse_inventory,all_gospels,Luke 24:42,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_44,verse_inventory,all_gospels,Luke 24:44,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_46,verse_inventory,all_gospels,Luke 24:46,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_47,verse_inventory,all_gospels,Luke 24:47,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_48,verse_inventory,all_gospels,Luke 24:48,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_49,verse_inventory,all_gospels,Luke 24:49,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_50,verse_inventory,all_gospels,Luke 24:50,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_51,verse_inventory,all_gospels,Luke 24:51,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_52,verse_inventory,all_gospels,Luke 24:52,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_Luke_24_53,verse_inventory,all_gospels,Luke 24:53,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_15,verse_inventory,all_gospels,John 1:15,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_16,verse_inventory,all_gospels,John 1:16,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_18,verse_inventory,all_gospels,John 1:18,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_19,verse_inventory,all_gospels,John 1:19,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_20,verse_inventory,all_gospels,John 1:20,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_21,verse_inventory,all_gospels,John 1:21,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_24,verse_inventory,all_gospels,John 1:24,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_25,verse_inventory,all_gospels,John 1:25,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_26,verse_inventory,all_gospels,John 1:26,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_27,verse_inventory,all_gospels,John 1:27,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_28,verse_inventory,all_gospels,John 1:28,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_30,verse_inventory,all_gospels,John 1:30,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_31,verse_inventory,all_gospels,John 1:31,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_32,verse_inventory,all_gospels,John 1:32,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_34,verse_inventory,all_gospels,John 1:34,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_35,verse_inventory,all_gospels,John 1:35,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_37,verse_inventory,all_gospels,John 1:37,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_38,verse_inventory,all_gospels,John 1:38,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_39,verse_inventory,all_gospels,John 1:39,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_41,verse_inventory,all_gospels,John 1:41,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_42,verse_inventory,all_gospels,John 1:42,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_45,verse_inventory,all_gospels,John 1:45,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_46,verse_inventory,all_gospels,John 1:46,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_47,verse_inventory,all_gospels,John 1:47,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_49,verse_inventory,all_gospels,John 1:49,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_50,verse_inventory,all_gospels,John 1:50,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_1_51,verse_inventory,all_gospels,John 1:51,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_1,verse_inventory,all_gospels,John 2:1,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_4,verse_inventory,all_gospels,John 2:4,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_5,verse_inventory,all_gospels,John 2:5,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_6,verse_inventory,all_gospels,John 2:6,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_8,verse_inventory,all_gospels,John 2:8,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_10,verse_inventory,all_gospels,John 2:10,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_11,verse_inventory,all_gospels,John 2:11,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_12,verse_inventory,all_gospels,John 2:12,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_15,verse_inventory,all_gospels,John 2:15,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_17,verse_inventory,all_gospels,John 2:17,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_22,verse_inventory,all_gospels,John 2:22,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_2_24,verse_inventory,all_gospels,John 2:24,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_2,verse_inventory,all_gospels,John 3:2,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_3,verse_inventory,all_gospels,John 3:3,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_4,verse_inventory,all_gospels,John 3:4,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_5,verse_inventory,all_gospels,John 3:5,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_13,verse_inventory,all_gospels,John 3:13,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_15,verse_inventory,all_gospels,John 3:15,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_16,verse_inventory,all_gospels,John 3:16,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_17,verse_inventory,all_gospels,John 3:17,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_18,verse_inventory,all_gospels,John 3:18,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_19,verse_inventory,all_gospels,John 3:19,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_23,verse_inventory,all_gospels,John 3:23,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_24,verse_inventory,all_gospels,John 3:24,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_27,verse_inventory,all_gospels,John 3:27,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_28,verse_inventory,all_gospels,John 3:28,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_32,verse_inventory,all_gospels,John 3:32,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_3_34,verse_inventory,all_gospels,John 3:34,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_1,verse_inventory,all_gospels,John 4:1,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_3,verse_inventory,all_gospels,John 4:3,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_5,verse_inventory,all_gospels,John 4:5,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_6,verse_inventory,all_gospels,John 4:6,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_9,verse_inventory,all_gospels,John 4:9,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_11,verse_inventory,all_gospels,John 4:11,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_14,verse_inventory,all_gospels,John 4:14,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_15,verse_inventory,all_gospels,John 4:15,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_16,verse_inventory,all_gospels,John 4:16,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_17,verse_inventory,all_gospels,John 4:17,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_20,verse_inventory,all_gospels,John 4:20,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_21,verse_inventory,all_gospels,John 4:21,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_25,verse_inventory,all_gospels,John 4:25,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_27,verse_inventory,all_gospels,John 4:27,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_29,verse_inventory,all_gospels,John 4:29,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_31,verse_inventory,all_gospels,John 4:31,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_34,verse_inventory,all_gospels,John 4:34,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_36,verse_inventory,all_gospels,John 4:36,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_37,verse_inventory,all_gospels,John 4:37,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_39,verse_inventory,all_gospels,John 4:39,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_42,verse_inventory,all_gospels,John 4:42,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_43,verse_inventory,all_gospels,John 4:43,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_44,verse_inventory,all_gospels,John 4:44,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_45,verse_inventory,all_gospels,John 4:45,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_46,verse_inventory,all_gospels,John 4:46,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_47,verse_inventory,all_gospels,John 4:47,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_50,verse_inventory,all_gospels,John 4:50,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_51,verse_inventory,all_gospels,John 4:51,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_52,verse_inventory,all_gospels,John 4:52,,5.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_53,verse_inventory,all_gospels,John 4:53,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_4_54,verse_inventory,all_gospels,John 4:54,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_1,verse_inventory,all_gospels,John 5:1,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_2,verse_inventory,all_gospels,John 5:2,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_3,verse_inventory,all_gospels,John 5:3,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_5,verse_inventory,all_gospels,John 5:5,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_8,verse_inventory,all_gospels,John 5:8,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_10,verse_inventory,all_gospels,John 5:10,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_11,verse_inventory,all_gospels,John 5:11,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_12,verse_inventory,all_gospels,John 5:12,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_14,verse_inventory,all_gospels,John 5:14,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_15,verse_inventory,all_gospels,John 5:15,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_16,verse_inventory,all_gospels,John 5:16,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_17,verse_inventory,all_gospels,John 5:17,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_19,verse_inventory,all_gospels,John 5:19,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_25,verse_inventory,all_gospels,John 5:25,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_26,verse_inventory,all_gospels,John 5:26,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_27,verse_inventory,all_gospels,John 5:27,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_28,verse_inventory,all_gospels,John 5:28,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_29,verse_inventory,all_gospels,John 5:29,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_30,verse_inventory,all_gospels,John 5:30,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_36,verse_inventory,all_gospels,John 5:36,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_37,verse_inventory,all_gospels,John 5:37,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_5_38,verse_inventory,all_gospels,John 5:38,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_2,verse_inventory,all_gospels,John 6:2,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_3,verse_inventory,all_gospels,John 6:3,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_5,verse_inventory,all_gospels,John 6:5,,4.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_7,verse_inventory,all_gospels,John 6:7,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_9,verse_inventory,all_gospels,John 6:9,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_10,verse_inventory,all_gospels,John 6:10,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_11,verse_inventory,all_gospels,John 6:11,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_13,verse_inventory,all_gospels,John 6:13,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_14,verse_inventory,all_gospels,John 6:14,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_15,verse_inventory,all_gospels,John 6:15,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_17,verse_inventory,all_gospels,John 6:17,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_18,verse_inventory,all_gospels,John 6:18,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_21,verse_inventory,all_gospels,John 6:21,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_22,verse_inventory,all_gospels,John 6:22,,3.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_23,verse_inventory,all_gospels,John 6:23,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_24,verse_inventory,all_gospels,John 6:24,,1.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
verse_variant_John_6_29,verse_inventory,all_gospels,John 6:29,,2.0,,variant_marker_present_in_SBLGNT_text,may affect lexical similarity or exact-run scoring if inside a compared phrase,not_assessed_case_by_case,
